"","AB62","AC43cAns3Q2","AC43c.Ans5Q1","AD24a.Ans1Q1","DA44A1","FA101cAR","FB56.6cQ1","FB72A3","FD39.2cQ1","FD393c","GP91c"
"G09408",31,70,9,28,112,130,2,51,61,67,165
"G09409",319,817,115,39,539,507,59,134,497,440,443
"G09410",1517,913,2371,943,1934,1956,1044,1338,1610,1759,1482
"G09411",0,2,0,0,0,0,0,0,0,0,2
"G09412",84,184,506,306,265,266,276,100,509,110,309
"G09413",1,0,1,2,0,1,0,0,0,1,0
"G09414",232,600,135,72,469,518,29,69,577,275,689
"G09415",294,449,456,220,707,716,212,203,617,506,632
"G09416",137,316,64,51,117,291,14,93,308,297,570
"G09417",544,1058,652,104,878,1107,506,424,822,741,1518
"G09418",0,0,0,0,0,0,0,0,0,0,0
"G09419",4,0,0,0,7,1,0,0,0,1,0
"G09420",4,4,510,57,52,133,80,11,19,0,7
"G09421",0,0,0,0,0,1,0,0,1,0,1
"G09422",0,0,8,9,0,3,0,0,0,0,0
"G09423",3,12,10,0,2,14,0,0,6,11,34
"G09424",1,1,1,3,2,0,0,0,0,1,2
"G09425",18,27,78,14,51,86,1,37,44,21,35
"G09426",206,216,217,315,741,1145,382,559,267,192,129
"G09427",60,137,220,232,875,743,1138,319,368,165,350
"G09428",11,16,65,32,6,5,1,16,10,9,1
"G09429",3256,5658,1124,178,1915,3194,328,943,5770,5135,9683
"G09430",25,19,42,0,74,112,42,7,68,11,4
"G09431",138,54,160,47,205,126,95,146,128,121,12
"G09432",0,0,0,0,1,0,0,0,0,0,3
"G09433",0,0,0,0,0,0,0,0,0,0,0
"G09434",0,5,0,0,0,0,0,0,4,0,6
"G09435",1,0,0,0,0,0,0,0,0,0,1
"G09436",0,0,0,0,0,0,0,0,0,0,0
"G09437",0,0,0,0,0,0,0,0,0,0,0
"G09438",0,0,0,0,0,0,0,0,0,0,0
"G09439",102,185,156,108,508,479,155,102,247,340,305
"G09440",0,0,0,0,0,0,0,0,0,0,0
"G09441",0,0,0,0,0,0,0,0,0,0,0
"G09442",0,0,0,0,0,0,0,0,0,0,0
"G09443",585,1191,358,136,500,605,124,469,704,640,839
"G09444",4,5,3,0,0,79,14,16,8,6,5
"G09445",0,0,0,0,0,0,0,0,0,0,0
"G09446",1130,1995,629,56,1254,1804,176,657,1751,2044,2005
"G09447",598,993,411,56,695,804,266,455,990,837,1243
"G09448",0,6,5,66,13,24,0,1,1,6,10
"G09449",177,170,116,0,107,148,10,70,135,98,546
"G09450",1486,2781,836,103,1097,1549,150,808,1950,1383,2631
"G09451",1574,2269,2051,789,2194,2456,963,1227,2149,1559,2314
"G09452",362,549,287,52,450,516,40,230,460,456,714
"G09453",592,1105,661,278,1077,1110,243,450,960,900,1521
"G09454",370,588,639,307,1688,1557,386,304,888,577,876
"G09455",1278,2401,762,35,788,1917,214,864,1514,1305,1743
"G09456",545,1182,232,46,549,708,64,203,937,774,1296
"G09457",15,31,8,14,69,79,0,9,27,28,47
"G09458",19,43,1,0,21,32,11,6,24,26,68
"G09459",49,59,15,0,19,62,24,24,39,39,84
"G09460",286,406,445,133,370,498,122,179,467,219,194
"G09461",6,23,20,0,42,58,29,3,12,12,24
"G09462",33,23,68,20,117,121,6,18,65,36,46
"G09463",344,590,234,32,451,850,38,77,577,417,776
"G09464",1194,1222,1616,350,2398,2650,575,793,1512,1272,1286
"G09465",1216,1502,1247,571,1564,2169,686,1215,1245,1276,1532
"G09466",324,387,2318,678,1447,1521,659,446,1093,541,474
"G09467",136,262,109,29,345,621,39,55,164,182,449
"G09468",1124,1413,974,346,1445,1819,602,594,1327,1070,1758
"G09469",269,386,696,23,184,205,55,210,399,213,455
"G09470",304,882,377,29,332,603,79,430,1069,680,1055
"G09471",110,183,27,0,409,423,12,55,145,145,277
"G09472",3270,4725,1315,1229,1915,2640,532,2920,3889,3431,4613
"G09473",3102,4105,19453,6741,50621,34313,6756,2039,10079,5856,8537
"G09474",192,133,421,287,756,389,692,279,221,119,338
"G09475",15,11,9,0,16,31,299,17,9,9,15
"G09476",624,847,1310,759,995,1220,1867,595,1288,710,1030
"G09477",740,758,321,189,616,625,338,494,562,475,791
"G09478",1481,3098,1382,171,1848,2412,554,569,2571,1691,3974
"G09479",585,673,2600,2444,1282,1458,1547,688,1664,816,712
"G09480",514,485,1749,1539,1567,4384,1079,197,1234,550,654
"G09481",944,966,1069,459,1669,1691,361,511,1115,1049,1340
"G09482",592,817,246,37,423,485,44,202,596,592,983
"G09483",0,0,0,0,0,0,0,0,0,0,0
"G09484",662,674,809,226,1693,1761,605,429,884,690,944
"G09485",89,24,100,0,351,344,48,26,22,183,162
"G09486",24,154,34,12,856,777,99,23,61,280,342
"G09487",0,0,0,0,0,0,0,0,0,0,0
"G09488",36,89,32,87,176,201,0,5,39,18,49
"G09489",16,14,54,42,106,39,0,26,54,7,16
"G09490",0,0,18,0,0,1,0,4,3,0,0
"G09491",305,187,130,58,64,53,89,175,145,141,85
"G09492",155,805,70,23,353,448,153,113,577,454,805
"G09493",96,287,19,19,100,91,0,41,142,186,312
"G09494",0,8,0,0,0,0,0,0,0,0,0
"G09495",924,1847,492,266,1438,1809,275,665,1495,1267,2080
"G09496",1288,2307,841,183,1346,1531,222,741,2054,1483,2227
"G09497",0,0,0,0,0,0,0,0,0,0,0
"G09498",1474,2547,2666,1178,3357,3990,1130,1287,2170,1567,2321
"G09499",0,0,0,0,0,0,0,0,0,0,0
"G09500",840,899,871,443,1033,1383,261,341,1022,817,1363
"G09501",1425,2808,1202,226,1721,2233,317,888,2396,2539,3253
"G09502",0,4,0,0,10,0,0,0,3,0,4
"G09503",169,232,3086,402,680,535,418,176,907,143,223
"G09504",501,659,859,242,1277,1618,439,471,846,709,830
"G09505",0,0,0,0,0,0,0,0,0,0,0
"G09506",374,650,231,94,580,451,159,192,417,347,553
"G09507",0,0,0,0,0,0,0,0,0,0,0
"G09508",0,2,18,0,1,27,22,0,9,1,3
"G09509",266,228,927,330,624,798,245,278,450,289,478
"G09510",20,13,4,0,32,29,0,15,5,11,32
"G09511",816,1309,533,188,758,1009,633,615,1008,848,1297
"G09512",0,24,20,0,4,1,0,0,8,8,13
"G09513",0,7,14,7,7,17,0,0,13,4,26
"G09514",0,0,0,0,0,0,0,0,0,0,0
"G09515",17,34,158,19,98,230,22,10,95,23,24
"G09516",481,1075,266,191,553,687,74,326,757,621,913
"G09517",560,687,770,139,853,748,130,286,689,802,514
"G09518",57,89,54,0,230,313,62,19,94,167,208
"G09519",3,25,10,2,18,16,0,9,20,2,21
"G09520",0,0,0,0,0,0,0,0,0,0,0
"G09521",6,4,20,3,11,24,3,3,29,9,17
"G09522",511,920,199,1,354,664,20,189,565,505,1714
"G09523",405,402,679,312,1186,1347,270,400,650,658,612
"G09524",0,0,0,0,0,0,0,0,0,0,0
"G09525",196,241,114,1,120,194,13,128,176,195,190
"G09526",292,55,41,585,1455,554,499,98,208,360,626
"G09527",871,264,71,241,4904,6486,1798,957,283,294,927
"G09528",0,288,12,0,13,496,0,45,191,194,1
"G09529",0,0,0,0,0,0,0,0,0,0,0
"G09530",604,624,1041,664,1085,1567,609,557,713,1061,599
"G09531",8,17,3,0,75,129,10,9,24,28,42
"G09532",563,903,522,150,1248,1419,366,461,974,847,1038
"G09533",1247,1329,2252,613,2020,2736,934,703,1504,1089,1573
"G09534",10,4,22,26,3,7,1,5,4,15,2
"G09535",0,4,21,17,9,6,2,7,17,7,5
"G09536",154,153,190,35,411,541,87,100,176,171,259
"G09537",839,1583,518,93,885,1186,98,499,1300,1276,2123
"G09538",3688,5636,2332,471,3767,4181,940,2273,4702,3890,4913
"G09539",0,0,0,0,0,0,0,0,0,0,0
"G09540",10470,12951,11351,3829,16345,20133,3221,7544,16080,15084,16211
"G09541",3334,4721,4992,4036,2818,4938,1837,2374,4359,3266,4138
"G09542",1007,1442,685,250,1523,1540,378,615,1830,1258,2112
"G09543",0,0,0,0,0,0,0,0,0,0,0
"G09544",0,0,0,0,0,0,0,0,0,0,0
"G09545",602,962,395,102,663,669,28,350,605,680,941
"G09546",1248,1459,538,32,497,540,109,331,875,1010,1492
"G09547",224,393,241,27,124,175,7,80,348,182,368
"G09548",0,0,0,0,0,0,0,0,3,0,1
"G09549",0,0,0,0,0,0,0,0,0,0,0
"G09550",5880,5152,10227,4430,10336,10842,5585,3982,8283,5909,8160
"G09551",1986,3105,547,1,799,1259,75,946,1854,1902,2806
"G09552",292,330,203,4,240,136,70,82,158,131,190
"G09553",92,131,226,345,277,257,52,110,211,535,163
"G09554",0,0,0,0,0,0,0,0,0,0,0
"G09555",0,0,15,0,0,6,0,2,4,42,4
"G09556",0,3,80,31,71,48,24,0,30,15,62
"G09557",0,15,33,93,111,188,93,7,20,38,39
"G09558",0,0,0,0,0,0,0,0,0,0,0
"G09559",2,50,45,0,81,36,0,4,92,23,17
"G09560",57,10,0,0,23,31,4,1,26,35,88
"G09561",0,2,0,0,5,15,0,1,0,2,1
"G09562",204,481,238,90,331,472,88,199,400,332,589
"G09563",0,0,0,0,0,0,0,0,0,0,0
"G09564",750,1370,619,472,735,1179,209,642,1276,1031,1643
"G09565",0,0,0,0,0,0,0,0,0,0,0
"G09566",732,887,415,266,756,757,219,361,806,798,1181
"G09567",0,0,0,0,0,0,0,0,0,0,0
"G09568",0,0,0,0,0,0,0,0,0,0,0
"G09569",0,0,0,0,0,0,0,0,0,0,0
"G09570",13,17,5,0,8,46,64,31,10,2,11
"G09571",14,56,13,28,8,10,0,9,46,10,28
"G09572",442,796,664,41,670,805,210,464,662,587,647
"G09573",40,62,7,0,30,9,1,8,22,28,20
"G09574",383,279,56,6,182,142,261,199,215,119,159
"G09575",0,2,21,0,0,2,0,0,5,9,0
"G09576",256,413,953,341,244,621,388,198,343,135,216
"G09577",58,100,21,6,105,52,150,44,124,117,205
"G09578",878,1337,718,224,980,1298,337,464,944,1038,1017
"G09579",477,905,977,454,3518,3050,496,484,1133,649,1775
"G09580",148,342,101,37,200,208,0,56,287,247,374
"G09581",334,222,122,164,276,229,76,207,154,163,198
"G09582",1224,1029,422,64,575,647,238,525,839,714,909
"G09583",0,0,0,0,0,0,0,0,0,0,0
"G09584",430,558,630,547,889,1026,206,386,549,430,488
"G09585",1274,2022,682,213,900,1184,341,623,1531,1354,1662
"G09586",566,193,554,908,7426,3006,5534,996,665,1378,1750
"G09587",0,0,0,0,0,0,0,0,0,0,0
"G09588",0,0,1,0,1,1,1,0,2,1,0
"G09589",0,0,0,0,0,0,0,0,0,0,0
"G09590",0,0,20,8,46,41,10,6,5,0,0
"G09591",3,52,8,0,6,13,0,7,13,6,24
"G09592",0,0,49,20,89,88,31,0,3,3,9
"G09593",49,132,2,0,27,78,0,13,75,95,203
"G09594",1517,2926,611,205,1252,1670,259,932,2247,2172,2896
"G09595",556,530,454,75,1749,832,363,398,548,560,640
"G09596",25,52,5,0,228,163,9,4,60,42,88
"G09597",4,22,4,11,116,82,6,9,35,21,47
"G09598",727,1242,403,90,760,736,142,506,960,867,1126
"G09599",64,96,60,194,79,91,144,262,82,116,35
"G09600",59,116,2,16,65,124,0,40,46,136,225
"G09601",822,1089,463,115,833,931,119,477,915,1072,1297
"G09602",0,0,0,0,0,0,0,0,0,0,0
"G09603",51,100,108,45,172,404,34,23,151,118,259
"G09604",27,43,2,0,7,29,1,3,31,30,93
"G09605",2080,2949,1460,552,2148,2812,781,1080,2479,2103,3375
"G09606",271,1014,298,63,999,1515,91,195,996,843,1357
"G09607",64,134,15,0,112,137,7,18,74,57,165
"G09608",39,122,19,29,162,194,34,30,89,91,154
"G09609",0,0,0,0,0,0,0,0,0,0,0
"G09610",356,398,230,27,292,345,84,152,392,286,403
"G09611",9,35,77,14,13,43,34,0,12,15,6
"G09612",0,0,0,0,0,0,0,0,0,0,0
"G09613",633,912,181,52,427,662,48,380,680,790,1081
"G09614",0,16,42,16,39,259,135,11,36,7,27
"G09615",608,1008,562,206,1210,1326,277,364,833,787,1121
"G09616",613,1129,321,59,535,657,239,407,827,680,1311
"G09617",377,695,164,11,456,574,54,187,547,437,674
"G09618",58,64,48,0,41,52,26,53,34,42,61
"G09619",633,928,954,284,1600,2272,480,549,932,741,1093
"G09620",0,0,0,0,0,0,0,0,0,0,0
"G09621",222,138,433,64,362,387,213,235,145,113,246
"G09622",671,881,275,415,882,934,390,347,740,628,1052
"G09623",0,0,0,0,0,0,13,0,0,0,0
"G09624",1,9,48,679,1,0,67,68,0,4,0
"G09625",6,47,3,0,14,54,0,2,40,42,96
"G09626",69,99,32,52,92,187,40,36,128,148,133
"G09627",0,22,255,0,44,69,5,3,32,5,24
"G09628",31,24,12,0,30,31,0,10,10,24,27
"G09629",0,1,0,0,0,0,0,0,0,1,2
"G09630",1,0,0,1,3,1,0,0,0,0,0
"G09631",36,35,23,0,22,8,1,13,45,36,38
"G09632",0,6,0,0,0,0,0,7,0,0,2
"G09633",0,0,0,0,0,0,0,0,4,0,1
"G09634",1,3,55,21,14,4,82,4,22,4,14
"G09635",0,1,0,0,12,3,0,0,7,0,5
"G09636",15,29,0,0,7,2,3,0,24,31,26
"G09637",17,21,13,0,18,1,0,26,6,4,3
"G09638",0,0,0,0,7,8,0,2,3,0,0
"G09639",57,118,74,56,294,298,24,17,113,59,219
"G09640",817,1011,293,47,575,1066,29,297,714,933,1489
"G09641",2159,3335,1691,1046,2102,2803,1113,2075,2377,2248,2937
"G09642",704,1535,885,180,1562,1668,234,232,1108,990,1139
"G09643",1310,1675,665,241,1327,1425,363,882,1330,1526,1711
"G09644",0,0,0,0,0,0,0,0,0,0,0
"G09645",699,1175,701,429,2348,2315,452,422,1301,1144,1117
"G09646",0,0,5,0,3,0,0,1,0,0,1
"G09647",24,15,29,4,42,32,5,22,27,35,12
"G09648",1492,1983,1160,258,1221,1681,459,1087,1531,1334,1651
"G09649",1330,2285,498,80,639,975,64,605,1744,1361,2168
"G09650",232,172,256,66,174,405,6,139,168,157,281
"G09651",343,503,260,49,276,532,174,223,428,416,466
"G09652",385,545,204,35,401,437,91,200,470,433,839
"G09653",162,400,433,52,561,690,147,130,463,315,442
"G09654",510,770,1349,465,1297,1656,610,444,990,767,1082
"G09655",0,0,0,0,0,0,0,0,0,0,0
"G09656",808,416,650,1516,673,1524,1000,903,739,378,713
"G09657",0,0,0,0,0,0,0,0,0,0,0
"G09658",0,3,0,0,0,0,0,0,0,0,0
"G09659",210,257,41,10,127,201,4,61,174,175,298
"G09660",76,95,125,143,105,183,154,114,138,122,115
"G09661",817,1225,749,179,845,976,329,638,1082,868,1112
"G09662",202,140,878,903,436,830,735,346,436,299,132
"G09663",0,2,0,0,0,0,0,0,0,0,0
"G09664",491,992,604,180,807,1206,154,381,978,844,1193
"G09665",524,685,505,103,1165,1840,421,388,803,730,1276
"G09666",0,3,1,0,53,8,0,1,5,6,9
"G09667",16,6,36,0,12,6,0,0,3,9,17
"G09668",0,0,0,1,1,1,0,0,0,0,0
"G09669",1,3,193,0,53,0,0,0,4,14,0
"G09670",850,1109,985,376,1523,1749,513,493,1203,1170,1468
"G09671",13,15,31,1,0,17,0,62,20,11,8
"G09672",0,0,0,0,0,0,0,0,0,0,0
"G09673",21,0,0,0,0,2,0,9,10,28,0
"G09674",21,70,147,71,104,318,32,79,38,55,216
"G09675",0,0,0,0,0,0,0,0,0,0,0
"G09676",1447,1210,698,0,657,1324,7,1173,1325,1245,4568
"G09677",0,1,23,0,2,16,0,0,4,0,5
"G09678",0,0,32,36,0,0,0,0,4,0,0
"G09679",354,749,195,19,397,713,35,145,591,501,940
"G09680",67,101,68,27,186,179,39,54,97,86,97
"G09681",20,93,28,72,126,114,40,18,71,90,176
"G09682",953,2333,484,734,1838,3500,339,463,2465,2054,4844
"G09683",16,7,37,0,55,33,0,9,17,28,30
"G09684",1394,1402,880,433,1784,2016,672,832,1589,1165,1973
"G09685",0,0,0,0,0,0,0,0,0,0,0
"G09686",1237,2058,510,81,1028,1628,96,700,1073,1039,1739
"G09687",130,293,22,42,366,530,100,68,242,222,522
"G09688",490,813,666,319,1221,1002,428,335,943,540,693
"G09689",26,14,53,9,15,29,31,0,19,31,110
"G09690",42,43,528,73,103,374,125,30,129,92,154
"G09691",23,25,219,10,6,88,20,38,51,38,5
"G09692",1059,1766,1124,411,2216,2492,530,690,1443,1322,2161
"G09693",143,229,14,6,107,135,10,100,164,109,253
"G09694",5,36,0,0,1,5,0,3,2,17,10
"G09695",6,13,27,0,57,39,0,2,32,21,56
"G09696",192,367,130,30,516,388,23,80,520,346,502
"G09697",0,0,0,0,0,0,0,0,0,0,0
"G09698",0,0,0,0,0,1,0,0,0,0,0
"G09699",149,350,65,23,298,401,1,33,209,216,410
"G09700",514,1653,1570,582,5402,8337,1017,437,1872,2302,3840
"G09701",4,0,5,0,37,12,0,0,7,14,6
"G09702",358,646,364,64,741,917,284,221,482,362,861
"G09703",0,0,0,0,1,1,0,0,0,0,0
"G09704",0,0,23,0,0,0,0,0,0,13,0
"G09705",1,1,0,0,0,5,0,0,0,3,0
"G09706",0,0,0,0,0,0,0,0,0,0,0
"G09707",2,26,8,3,8,8,1,7,16,10,9
"G09708",123,96,292,165,509,441,51,123,197,186,176
"G09709",0,0,0,0,0,0,0,0,0,0,0
"G09710",0,0,0,0,0,0,0,0,0,1,0
"G09711",0,0,1,0,0,1,0,4,2,4,3
"G09712",85,187,89,50,203,219,23,90,212,157,283
"G09713",1301,1823,716,236,1176,1500,317,594,1606,1586,2341
"G09714",0,0,0,0,0,0,0,0,0,0,0
"G09715",1187,1525,588,183,1326,1870,137,1156,1363,1412,1476
"G09716",32,41,99,45,25,222,39,176,246,132,15
"G09717",571,388,3329,787,796,2925,1425,925,3003,2498,884
"G09718",197,585,93,11,683,1033,98,101,378,359,749
"G09719",104,144,138,51,182,212,27,70,131,75,133
"G09720",325,469,648,274,1088,1014,295,328,463,468,513
"G09721",0,0,0,0,0,0,0,0,0,0,0
"G09722",62,53,61,24,76,85,100,27,23,45,64
"G09723",814,1025,748,321,1875,2998,422,616,1478,1388,1123
"G09724",0,0,0,0,0,0,0,0,0,0,0
"G09725",0,0,0,0,9,1,21,0,2,0,0
"G09726",24,12,98,1,731,159,3678,63,376,5,141
"G09727",15,44,8,61,27,12,0,3,83,8,12
"G09728",14,42,285,24,79,62,0,773,5,167,21
"G09729",0,0,0,0,0,1,0,0,0,0,4
"G09730",0,0,0,0,0,1,0,0,0,0,0
"G09731",475,1131,256,31,323,671,113,405,709,634,987
"G09732",133,134,332,28,363,317,219,303,116,318,199
"G09733",339,995,248,7,335,777,27,180,1235,709,1762
"G09734",11,30,0,3,6,10,0,8,12,14,22
"G09735",0,17,3,0,0,1,0,0,11,3,7
"G09736",71,253,196,104,240,278,78,108,190,91,186
"G09737",22,34,9,5,49,39,1,0,32,18,22
"G09738",11,55,5,0,35,79,0,20,66,41,215
"G09739",356,314,534,263,724,483,295,225,446,219,689
"G09740",804,1285,337,183,588,968,136,414,818,784,1370
"G09741",0,0,0,0,0,0,0,0,0,0,0
"G09742",0,0,0,0,0,0,0,0,0,0,0
"G09743",3,6,44,5,50,82,33,5,27,12,20
"G09744",798,1212,549,210,1155,1536,212,1059,1106,1139,1008
"G09745",1,0,2,0,2,2,1,0,0,2,0
"G09746",316,943,356,241,995,1311,267,339,1112,890,553
"G09747",0,0,0,0,0,0,0,0,0,0,0
"G09748",424,392,331,46,241,190,100,237,425,277,130
"G09749",1240,2500,626,91,1168,1177,154,433,1703,1399,2047
"G09750",0,4,49,0,15,28,0,19,22,14,3
"G09751",0,14,153,6,54,18,19,5,59,28,40
"G09752",0,0,4,0,0,0,0,0,2,0,12
"G09753",128,29,203,140,388,456,467,39,121,169,240
"G09754",0,0,0,0,0,0,0,0,0,0,0
"G09755",0,0,0,0,0,0,0,0,0,0,0
"G09756",0,0,0,0,0,0,0,0,0,0,0
"G09757",0,0,0,0,0,0,0,0,0,1,0
"G09758",0,0,0,0,0,0,0,0,0,0,0
"G09759",0,0,0,0,0,0,0,0,0,0,0
"G09760",0,0,2,0,0,0,0,0,0,0,0
"G09761",51,160,225,122,207,266,66,119,111,83,176
"G09762",0,2,1,0,4,1,7,0,1,0,0
"G09763",19,5,187,0,15,30,4,13,21,15,6
"G09764",158,186,6006,586,518,713,292,255,874,201,213
"G09765",1036,736,6071,1982,1225,3563,1454,1099,3675,488,2035
"G09766",56,162,948,386,294,691,171,165,743,211,146
"G09767",96,518,194,73,247,634,27,83,342,285,456
"G09768",0,2,0,0,5,0,0,0,0,0,8
"G09769",143,313,112,29,253,425,56,48,407,315,557
"G09770",1012,1121,1317,513,1572,1367,647,781,959,976,1005
"G09771",253,467,132,24,221,456,62,157,331,373,403
"G09772",10,15,37,44,54,102,0,7,28,27,18
"G09773",4,24,46,48,177,441,35,0,58,28,95
"G09774",14,6,104,18,27,25,1,42,11,39,1
"G09775",15,32,51,0,35,66,0,41,23,3,12
"G09776",23,32,65,0,19,23,18,17,100,59,58
"G09777",625,558,242,169,483,702,77,330,632,707,600
"G09778",788,1140,510,229,544,657,117,483,602,616,844
"G09779",506,699,917,193,1374,942,569,344,661,575,1019
"G09780",0,0,0,0,0,0,0,0,0,0,0
"G09781",102,153,182,118,213,235,50,101,140,173,314
"G09782",0,0,8,0,0,0,0,0,0,1,0
"G09783",0,0,0,0,0,0,0,0,0,0,0
"G09784",1029,875,520,312,956,997,356,450,918,1063,1090
"G09785",0,0,0,0,0,0,0,0,0,0,0
"G09786",180,273,212,47,286,435,131,149,231,184,270
"G09787",140,56,107,0,50,52,0,7,44,74,29
"G09788",90,101,339,143,594,579,110,215,284,164,254
"G09789",84,24,74,79,54,78,49,26,21,73,35
"G09790",58,301,125,17,171,270,31,90,222,136,154
"G09791",540,918,450,142,924,1007,173,332,830,850,1008
"G09792",670,987,238,18,490,1072,180,221,511,1035,2041
"G09793",62,190,13,0,99,54,4,22,174,68,38
"G09794",124,264,57,31,56,154,0,44,184,131,226
"G09795",883,1203,882,145,1578,1862,294,599,1409,963,1593
"G09796",0,0,0,0,3,1,1,0,0,0,2
"G09797",609,23,293,631,218,32,392,433,284,52,1094
"G09798",871,1057,988,77,1358,1196,299,458,791,876,930
"G09799",0,35,67,0,17,15,9,12,61,14,19
"G09800",0,0,0,0,0,1,0,0,0,0,0
"G09801",20,47,12,0,13,31,0,8,49,30,132
"G09802",47,111,48,19,68,73,11,5,79,73,181
"G09803",0,0,0,0,1,0,0,0,0,0,0
"G09804",0,0,0,0,6,1,8,4,0,6,0
"G09805",0,0,0,0,0,0,0,0,0,0,0
"G09806",0,0,0,0,0,0,0,0,0,0,0
"G09807",0,0,0,0,0,0,0,0,1,0,0
"G09808",305,562,433,114,534,468,274,276,385,335,751
"G09809",13,15,34,0,51,47,166,19,11,6,36
"G09810",993,1475,617,15,445,856,66,376,1479,1066,1431
"G09811",500,1042,434,100,542,845,82,169,629,746,1203
"G09812",1105,1916,431,63,928,1118,170,600,1387,1284,1822
"G09813",1452,1468,658,200,1208,1856,100,674,1813,2137,2652
"G09814",121,267,89,47,192,162,4,51,159,208,338
"G09815",23,80,1,0,46,73,12,6,43,38,139
"G09816",811,966,300,46,566,655,70,508,543,575,839
"G09817",364,266,1570,572,1653,1652,792,684,534,626,513
"G09818",1319,1777,961,382,1489,1427,450,917,1409,1205,1588
"G09819",20,54,8,2,44,79,5,26,52,36,75
"G09820",1752,2771,672,196,1083,1418,237,848,1766,1704,2905
"G09821",278,245,124,66,267,296,17,110,151,238,237
"G09822",1830,2361,4985,1255,6111,6630,1616,1285,2803,2513,1598
"G09823",322,641,78,71,192,476,44,299,618,593,1029
"G09824",513,821,1362,176,831,878,237,616,943,774,864
"G09825",30,57,110,7,538,381,37,17,84,133,289
"G09826",1399,1830,560,219,932,1132,212,1200,1803,1896,1757
"G09827",28,61,126,233,119,172,150,557,92,62,62
"G09828",4,0,29,3,0,0,22,43,5,8,0
"G09829",163,129,219,236,1548,679,292,331,437,278,644
"G09830",4,2,30,60,186,68,801,28,45,8,42
"G09831",7,0,0,0,2,5,0,3,3,2,14
"G09832",1339,3804,421,464,3457,5098,2563,893,2926,3939,6484
"G09833",389,1513,286,236,965,1121,489,288,1099,797,1606
"G09834",22,46,17,13,91,76,47,9,35,100,40
"G09835",41,108,47,0,149,339,41,16,107,265,181
"G09836",23,53,32,21,22,79,23,93,59,122,35
"G09837",6,3,7,9,53,35,169,0,43,26,32
"G09838",17,26,7,28,38,16,6,2,50,72,4
"G09839",0,1,3,0,1,16,5,0,17,13,12
"G09840",150,114,200,56,588,700,146,77,142,377,491
"G09841",0,0,0,0,0,0,0,0,0,0,0
"G09842",32,46,101,2,377,358,31,45,73,63,77
"G09843",1050,9,212,6057,6,9,806,3024,9,558,8233
"G09844",227,4,9,1103,0,5,292,771,1,154,2781
"G09845",0,3,0,109,0,0,20,2,0,1,65
"G09846",51,1,10,903,0,5,57,158,0,44,2791
"G09847",1852,24,197,19454,3,14,1352,5782,1,804,23913
"G09848",8,5,0,139,12,3,25,2,1,12,379
"G09849",57,1,0,15,0,1,0,79,5,25,4349
"G09850",7,26,0,0,3,22,0,29,13,38,5392
"G09851",183,0,0,0,2,0,0,125,0,27,19349
"G09852",206,30,0,70,7,5,10,65,1,38,18637
"G09853",36,116,18,1,64,68,16,24,86,36,147
"G09854",4,23,30,0,11,19,48,15,17,15,17
"G09855",8,2,4,125,2,7,9,33,2,1,0
"G09856",0,0,0,0,0,0,0,0,0,0,0
"G09857",16,7,24,315,0,1,60,106,4,3,6
"G09858",564,1119,388,298,620,771,579,284,848,515,953
"G09859",0,0,4,0,3,3,1,0,0,0,1
"G09860",0,3,0,0,1,6,0,0,0,0,1
"G09861",692,889,507,218,1234,1245,206,421,881,748,543
"G09862",626,986,206,7,458,756,60,200,779,861,823
"G09863",443,710,482,245,607,969,120,287,637,574,751
"G09864",2113,3305,539,113,1248,1782,141,1618,2276,2568,3019
"G09865",1776,2515,1089,324,1601,1925,363,794,2012,1700,2246
"G09866",0,0,0,0,0,0,0,0,0,0,0
"G09867",0,0,0,0,0,0,0,0,0,0,0
"G09868",355,651,10537,1252,3721,6291,1069,556,4324,680,506
"G09869",561,930,5783,3903,3163,4870,1418,493,3745,901,1530
"G09870",0,0,0,0,0,0,0,0,0,0,0
"G09871",423,541,613,116,1036,956,298,296,648,603,938
"G09872",0,0,0,0,0,0,0,0,0,0,0
"G09873",288,483,320,161,642,920,185,252,646,380,579
"G09874",74,15,111,57,44,41,32,50,92,47,40
"G09875",1158,1676,721,258,864,1168,252,576,1365,1382,1436
"G09876",168,469,202,85,358,543,50,115,365,350,703
"G09877",3646,4080,3499,5009,3407,4588,3513,6298,3656,2294,4302
"G09878",1082,1434,1062,322,1936,2183,558,884,1526,1288,1601
"G09879",537,645,638,298,1127,1397,462,362,929,643,1146
"G09880",0,0,0,12,0,0,0,0,4,2,0
"G09881",1,0,1,0,5,3,1,1,3,3,0
"G09882",433,111,293,442,760,1107,460,184,260,246,153
"G09883",53,99,292,33,41,80,4,541,83,45,94
"G09884",41,162,162,0,22,41,768,1436,143,59,76
"G09885",0,0,0,0,0,0,0,0,0,0,0
"G09886",26,129,0,0,8,113,11,18,186,40,109
"G09887",109,178,48,0,24,113,14,160,246,113,119
"G09888",331,1002,138,43,170,326,5,109,402,449,847
"G09889",39,1444,20,0,102,191,29,96,1205,569,2180
"G09890",311,252,577,618,995,869,412,407,483,408,459
"G09891",0,0,0,0,0,0,0,0,0,0,0
"G09892",713,582,1456,834,1815,1542,299,572,936,623,887
"G09893",0,1,0,0,0,0,0,0,0,0,0
"G09894",114,66,66,97,118,128,33,49,128,124,62
"G09895",91,86,67,24,125,198,64,56,117,160,267
"G09896",12,9,79,38,10,22,51,14,23,32,50
